chr	pos	w	Order
chr1	67520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	67760000	4|5|7|8|9|10|11|12|13|14|15|16|17|18|19|28|32|33|34|35|36|37|38|39|40	25
chr1	67840000	3|4|5|6|7|8|9|10|11|12|13|18|19|20|21|22|23|24|25|26|27|28|29|30|31|35|36|37	28
chr1	68120000	3|4|5|6|7|8|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	26
chr1	68440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	68600000	3	1
chr1	68800000	3|4	2
chr1	69720000	3|5	2
chr1	69760000	4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	16
chr1	70000000	3|13|17|18|19|20|21|22|23|24|25|26	12
chr1	70040000	4|5|6|27|28|29	6
chr1	70160000	7|8|9	3
chr1	70200000	3|4|5|6|23|24|25|26|27|28|29|30	12
chr1	70240000	31|32|33|34|35|36|37|38|39|40	10
chr1	70520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr1	71080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	71560000	3|4|5|6|7|8	6
chr1	71600000	9|10	2
chr1	72040000	3	1
chr1	72120000	11	1
chr1	72160000	7|8|9|10	4
chr1	72600000	3|4|5|6	4
chr1	72640000	7|8|9|10	4
chr1	73120000	3|4|5|6	4
chr1	73200000	7|8|9	3
chr1	73680000	3|4|5	3
chr1	74000000	3|4|5	3
chr1	74480000	3|4|5	3
chr1	74720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|39	28
chr1	74760000	30|31|32|33|34|35|36|37|38|40	10
chr1	75200000	3|14|15|33|34|35|36|37|38|39|40	11
chr1	75240000	4|5|6|7|8|9|10|11|12|13	10
chr1	75640000	3|4	2
chr1	75800000	3|4|31|32|33|34	6
chr1	75840000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	26
chr1	76160000	3|4|5|6	4
chr1	76320000	3	1
chr1	76840000	6	1
chr1	76880000	3|4|5	3
chr1	77120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr1	77160000	20|21|22|23|24|25|26|27|28|29|30|31|32|33	14
chr1	77560000	3|4|5|6|7|8	6
chr1	77680000	3|4|5|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	77920000	4	1
chr1	77960000	3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	78120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	78600000	3	1
chr1	78680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	78840000	3|4|5|6|7|8	6
chr1	79200000	3	1
chr1	79240000	4|5|6|7|8|9|10	7
chr1	79440000	10|11|12|13	4
chr1	79480000	3|4|5|6|7|14|15|16	8
chr1	80200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr1	80960000	3	1
chr1	81520000	4|5	2
chr1	81800000	3|4|5|6|7	5
chr1	82000000	9|10|11	3
chr1	82040000	5	1
chr1	82080000	3|4|6	3
chr1	82760000	3|4|5|6|7|8	6
chr1	83160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	83480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	83880000	3|4|5|6|7|8|9	7
chr1	84120000	3|4	2
chr1	84160000	5	1
chr1	84440000	3|4|5|6|7	5
chr1	84600000	3	1
chr1	84760000	3|4|5|6|7|11	6
chr1	84800000	8|10|12|13|14	5
chr1	84920000	3|5|6|7|8|9	6
chr1	84960000	4|10|11|12|13|14|15|16|17|18	10
chr1	85280000	3|4|5|6|7|8|9|10	8
chr1	85720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	85760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	86360000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	86720000	5	1
chr1	86760000	3|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	21
chr1	87080000	23|24|25|26|27|28|29|30|31|32	10
chr1	87120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22	20
chr1	87280000	9|10|11|12|13|14	6
chr1	87320000	3|4|5	3
chr1	87960000	3	1
chr1	88080000	3|4|5|6|7|8|9|10|11|12	10
chr1	88120000	13	1
chr1	88600000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	88680000	15	1
chr1	88720000	16|17|28|29	4
chr1	88880000	17|18|19|20|21|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	22
chr1	88920000	10|11|12|13|14|15|16|22|23	9
chr1	88960000	3|4|5|6|7|8|9	7
chr1	89360000	3	1
chr1	89480000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	89600000	10|11	2
chr1	89640000	3|13	2
chr1	89760000	5|6|14|15|16|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	20
chr1	89800000	3|4|7|8|17|18|19|20|21|22|23|24|25	13
chr1	90040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	90520000	4	1
chr1	90560000	5|6	2
chr1	90600000	7|8	2
chr1	90720000	3	1
chr1	90920000	3|4	2
chr1	90960000	5	1
chr1	91160000	3|4|5|6|7|8|9|10	8
chr1	91280000	11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|34|35	21
chr1	91480000	9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr1	91520000	3|4|5|6|7|8	6
chr1	91920000	3	1
chr1	91960000	4|5|6|7|8|9|10|11|12|13|14|15|16	13
chr1	92280000	3|4|5|6|7|8|9|10|11	9
chr1	92320000	28|29|30|31|32|36|37|38|39|40	10
chr1	92640000	3|4	2
chr1	92680000	5|7	2
chr1	92720000	6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr1	92840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	93000000	3	1
chr1	93080000	3|4|5|7|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40	33
chr1	93160000	5|6|7|17	4
chr1	93200000	8	1
chr1	93280000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	93440000	3	1
chr1	93560000	7	1
chr1	93600000	3|4|5|6|40	5
chr1	93880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	94040000	3|4	2
chr1	94200000	3	1
chr1	94320000	3	1
chr1	94360000	4	1
chr1	94480000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr1	94520000	3|4|5	3
chr1	94800000	3|4|5|6	4
chr1	94840000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr1	95040000	3|4	2
chr1	95080000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr1	95240000	10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr1	95280000	3|4|5|6|7|8|9	7
chr1	95920000	3|4|5|6|7|8|9	7
chr1	95960000	10|11	2
chr1	96240000	3|4|5|6|7|8	6
chr1	96760000	3	1
chr1	96840000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	96880000	14|15|16|17|18|19|20|21|22|23	10
chr1	96920000	24|25|26	3
chr1	96960000	3|4	2
chr1	97520000	3|4|5|6	4
chr1	97840000	3|4|5	3
chr1	98000000	11	1
chr1	98040000	3|4|5|6|7|8|9|10	8
chr1	98480000	3|4|5|6|7|8|9|10	8
chr1	98520000	11|12|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30	19
chr1	98560000	20|32|33|34|35|36|37	7
chr1	98680000	18|30|31	3
chr1	98720000	16|17|32|33|34|35|36|37|38|39|40	11
chr1	98760000	3|4|5|6|7|8|9	7
chr1	99160000	3|4|5|6|7|8	6
chr1	99480000	3|4|5|6	4
chr1	99520000	7|8|12|13	4
chr1	99720000	3	1
chr1	99760000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	100040000	3	1
chr1	100080000	4|5	2
chr1	100160000	6|7	2
chr1	100360000	11|12	2
chr1	100440000	3|4|5|6|7|8|9|10|11|13|14|15	12
chr1	100480000	16	1
chr1	100880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|24|25|30	21
chr1	100920000	26|27|28|29|31|32|33|34|35|36|37|38|39|40	14
chr1	101280000	3|4|5|6	4
chr1	101320000	39	1
chr1	101360000	31|32|33|34|35|36|37|38|40	9
chr1	101440000	15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	16
chr1	101480000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	102200000	3|4|5|6	4
chr1	102480000	3|5|6|7	4
chr1	102520000	4	1
chr1	102960000	3	1
chr1	103000000	4|5|6|7|8|9|10|11|12	9
chr1	103600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	103880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	104840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	104880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	105600000	3	1
chr1	105640000	4|5	2
chr1	105800000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	105840000	15|16|17|18|19|20|21|22|23	9
chr1	106000000	3	1
chr1	107160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr1	107520000	3|4|5|6	4
chr1	107760000	3|4|5|6|7|8|9|10	8
chr1	108200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	108480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	108680000	3|4	2
chr1	108920000	3|5|8|9|10	5
chr1	108960000	4	1
chr1	109120000	6|7|8|9|11	5
chr1	109200000	3|4|5|8|10|11	6
chr1	109400000	3	1
chr1	109480000	4	1
chr1	109680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	109720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	110000000	3	1
chr1	110040000	4|5|6|7	4
chr1	110200000	3	1
chr1	110480000	3	1
chr1	110520000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	16
chr1	110640000	3	1
chr1	110800000	3|4|5|6|7|14|15|16|17|18|19	11
chr1	111040000	7|8	2
chr1	111120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34	32
chr1	111440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	111760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	112000000	3|4	2
chr1	112360000	4|5|6|7|8|9|10|11	8
chr1	112400000	3|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr1	112720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	112800000	9|10|11|12|13|14|18	7
chr1	113080000	13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	28
chr1	113120000	3|4|5|6|7|8|9|10|11|12	10
chr1	113440000	3|4|5|6	4
chr1	113680000	3|4|5	3
chr1	113720000	6	1
chr1	113760000	7|8|9|10|13	5
chr1	113960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	114320000	3|4|5	3
chr1	114360000	6|7|8|12|13|28|29|30|31|32|33|34|35|36|37|38|39|40	18
chr1	114400000	9	1
chr1	114440000	10	1
chr1	114600000	3|6|8|12|14|15|18|19|20|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	28
chr1	114720000	3|4|5|6|7|8|9|10|11|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr1	114960000	3|4|5|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	19
chr1	115040000	11|13|17|18|21|22|23|24|25|26|27|32|33|34|35|36|37|38|39|40	20
chr1	115120000	3|4|5|6|7|8|9|10|11|13|14|15|16|17|19|20|21|22|23|25|26|27|28|29|30|31|32|33|34|35|36|38|39|40	34
chr1	115480000	3|4	2
chr1	115600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	115760000	5|6	2
chr1	115800000	3|4|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr1	116040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	116520000	13|14	2
chr1	116560000	3|4|5|6|7|8|9|10|11|12|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr1	116720000	3	1
chr1	117040000	5|6	2
chr1	117080000	3|4|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr1	117280000	12|13|14|15|16	5
chr1	117320000	3|4|25|36|37|38|39|40	8
chr1	117360000	5	1
chr1	117480000	6|7|8|9|10|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|40	22
chr1	117520000	3|4|5	3
chr1	117760000	3	1
chr1	117920000	31|32|33|34|35|36|37|38|39|40	10
chr1	117960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	119000000	3|4|5|6|7|8|9	7
chr1	119040000	11|12	2
chr1	119160000	3	1
chr1	119280000	5|6|10|11|12|13|14|15|16	9
chr1	119360000	4|7|8|10|11|12	6
chr1	119560000	7|8	2
chr1	119600000	3|4|6	3
chr1	119960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	145840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	146040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	147040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	147200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	147440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	147640000	3	1
chr1	147680000	4	1
chr1	147920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	149880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	150240000	3|4|5|6|7|8	6
chr1	150440000	8	1
chr1	150480000	4	1
chr1	150560000	3|4|5|6|7|9|10|12|13|14|15|16	12
chr1	150840000	3|4	2
chr1	151000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27	25
chr1	151160000	16|17	2
chr1	151200000	3|4|5|6|7|8|9|10|11|12|13|14|15|18|19|20|21|22|23|24|25|26|27|28|29|30|31	27
chr1	151280000	3|4|5|6|7|8|9|10	8
chr1	151440000	3|4|5	3
chr1	151600000	3	1
chr1	151880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr1	152000000	11	1
chr1	152040000	3|4|5|6|7|8|9|10|12	9
chr1	152200000	3|4	2
chr1	152560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	152640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	152880000	3|4|5	3
chr1	153200000	3|4	2
chr1	153240000	5	1
chr1	153280000	6|7|8	3
chr1	153320000	9|10|11|12|13|14|15|16	8
chr1	153520000	3|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	17
chr1	153640000	3|7|8|24	4
chr1	153680000	5|6	2
chr1	153760000	5|13|14|15|16|17|21|25	8
chr1	153800000	3|4|6|7|8|9|20|22|23|24|26|27	12
chr1	154000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr1	154160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr1	154480000	5|6|7|8|9|10	6
chr1	154560000	3|4|5|6|7	5
chr1	155000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	155040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	155200000	3	1
chr1	155320000	3|4|5	3
chr1	155600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	155640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	155920000	3|4|5|6	4
chr1	156080000	3|4|6|7|8|9|10	7
chr1	156320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr1	156440000	8|9|12|13|15|16|18|19	8
chr1	156480000	3	1
chr1	156600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	156680000	4|8|9|12|13|14|15|16|18|19|21|22|25	13
chr1	156920000	3|4	2
chr1	156960000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	27
chr1	157080000	5|9|10|11|14|15|16	7
chr1	157160000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|27|28|29|30|31	24
chr1	157200000	3	1
chr1	157360000	3	1
chr1	157520000	3|4|5|6|7|8|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	23
chr1	157960000	3|4|5|6|7|8|9|10|11	9
chr1	158120000	3|24	2
chr1	158160000	8|17|18|19|20|21|22|23	8
chr1	158200000	4|5|6|7|9|10|11|12|13|14|15|16	12
chr1	158520000	3|4|5|6|7	5
chr1	159000000	3|4|5	3
chr1	159080000	4|5|6	3
chr1	159120000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr1	159760000	3|4|5|6|7|8|9|10	8
chr1	159800000	11|12|13|14|15|16|18|19|20|21|22|23|24|38	14
chr1	159920000	6|7|8|9|10|11|12|13|15|16|17|18|25|26|27|28|29|30|31|32|33|34|35|36|37	25
chr1	160040000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|27|28|29|30|31|32|33	26
chr1	160080000	3|23|24|25|26	5
chr1	160320000	17|18|19|20|21|22|23|24|25|26	10
chr1	160360000	6|13|14|15|16	5
chr1	160400000	4|5|7|8|9|10|11|12	8
chr1	160440000	3	1
chr1	160640000	7|8|9|10|11|12|13|14|15|16|17|18|19	13
chr1	160680000	3|4|5|6	4
chr1	161000000	3|4|5|6|7|8|9	7
chr1	161160000	3|4|5|6	4
chr1	161440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	161680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	162040000	3|4|5|6|7|8	6
chr1	162280000	3|4	2
chr1	162520000	7	1
chr1	162600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22	20
chr1	162800000	12	1
chr1	162840000	3|4|5|6|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	25
chr1	163080000	3|4	2
chr1	163320000	3|4|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	18
chr1	163360000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	20
chr1	163520000	9	1
chr1	163560000	3|4	2
chr1	163800000	3	1
chr1	164120000	7	1
chr1	164160000	3|4|5|6	4
chr1	164560000	3|4|5|6	4
chr1	164800000	3|4|5|6|7	5
chr1	165080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr1	165120000	19|20|21|22|23|24|25|26|27	9
chr1	165360000	5|13|14|15|16|17|18|19|20	9
chr1	165400000	3|4|6|7	4
chr1	165600000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	165920000	3|4|5|6|7	5
chr1	166240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	166280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	166480000	3|4	2
chr1	166840000	3|4|5|6|7|8|10|11|12|13	10
chr1	166880000	9	1
chr1	167040000	9|10|11|12|13|16	6
chr1	167080000	3|4|5|8|14|15|17|18|19	9
chr1	167240000	3|4|17|18|19|21|22|23	8
chr1	167560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	29
chr1	167720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35	33
chr1	167800000	22|23|25|26|27|28|29|30|31|32|33	11
chr1	168080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	26
chr1	168320000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	16
chr1	168360000	3|4|5	3
chr1	168600000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	169240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	169280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	169560000	3|4	2
chr1	169880000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	170520000	3|4|5	3
chr1	170680000	3	1
chr1	170960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|29|30|31|32|34|36|38|40	31
chr1	171080000	27	1
chr1	171240000	3|4|5	3
chr1	171480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35	33
chr1	171600000	3	1
chr1	171720000	10|12|13|14|15	5
chr1	171800000	3|4	2
chr1	172000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	172400000	3|4|5	3
chr1	172440000	6|7|8|9|10|11|12	7
chr1	172600000	3	1
chr1	172720000	3|4|5	3
chr1	172960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	173000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	173200000	3|4	2
chr1	173400000	7|8|9	3
chr1	173440000	3|4|5|6	4
chr1	173840000	3|4|5|6|7|8|9|10	8
chr1	173880000	11|12|13|14|15|17|18|19|20|21	10
chr1	173960000	16	1
chr1	174240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
