chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour
chr11	79300000	79310000	chr11	81210000	81220000	11453	11463	11453_11463	0	1	FALSE
chr11	83160000	83190000	chr11	83780000	83850000	11477	11482	11477_11482	0	1	FALSE
chr11	83280000	83320000	chr11	83670000	83680000	11479	11480	11479_11480	0	1	FALSE
chr11	84560000	84580000	chr11	85570000	85610000	11486	11490	11486_11490	0	1	FALSE
chr11	85570000	85610000	chr11	86280000	86340000	11490	11498	11490_11498	0	1	FALSE
chr11	88020000	88040000	chr11	88530000	88550000	11509	11510	11509_11510	1	1	FALSE
chr11	95070000	95080000	chr11	95740000	95780000	11536	11540	11536_11540	3	1	TRUE
chr1	178490000	178560000	chr1	179070000	179100000	1153	1159	1153_1159	0	1	FALSE
chr1	178790000	178800000	chr1	178980000	179020000	1156	1158	1156_1158	0	1	FALSE
chr11	110290000	110300000	chr11	111210000	111260000	11586	11598	11586_11598	0	1	FALSE
chr11	110730000	110740000	chr11	111210000	111260000	11592	11598	11592_11598	0	1	FALSE
chr11	110760000	110780000	chr11	111210000	111260000	11593	11598	11593_11598	0	2	FALSE
chr11	110920000	110940000	chr11	111210000	111260000	11595	11598	11595_11598	1	1	FALSE
chr11	112190000	112210000	chr11	112550000	112610000	11605	11608	11605_11608	0	1	FALSE
chr11	113260000	113330000	chr11	113760000	113770000	11612	11615	11612_11615	0	1	FALSE
chr1	179240000	179260000	chr1	179580000	179590000	1161	1164	1161_1164	0	1	FALSE
chr11	115310000	115360000	chr11	115690000	115700000	11629	11634	11629_11634	0	1	FALSE
chr11	115310000	115360000	chr11	115900000	115910000	11629	11635	11629_11635	0	1	FALSE
chr11	115310000	115360000	chr11	116180000	116210000	11629	11640	11629_11640	2	1	FALSE
chr11	115540000	115550000	chr11	116220000	116290000	11632	11641	11632_11641	0	1	FALSE
chr11	117300000	117310000	chr11	117790000	117850000	11649	11651	11649_11651	0	1	FALSE
chr11	118600000	118610000	chr11	118920000	118930000	11659	11663	11659_11663	0	1	FALSE
chr11	119620000	119630000	chr11	120090000	120140000	11669	11675	11669_11675	0	1	FALSE
chr11	120240000	120250000	chr11	120490000	120530000	11677	11683	11677_11683	0	1	FALSE
chr11	120330000	120350000	chr11	121100000	121130000	11680	11689	11680_11689	0	1	FALSE
chr11	120490000	120530000	chr11	121150000	121160000	11683	11690	11683_11690	0	1	FALSE
chr11	120670000	120700000	chr11	120940000	120970000	11684	11687	11684_11687	0	1	FALSE
chr11	120670000	120700000	chr11	121180000	121200000	11684	11691	11684_11691	0	2	FALSE
chr11	120920000	120930000	chr11	121100000	121130000	11686	11689	11686_11689	0	1	FALSE
chr11	121240000	121250000	chr11	121520000	121600000	11693	11696	11693_11696	0	1	FALSE
chr11	121780000	121790000	chr11	122170000	122180000	11699	11702	11699_11702	0	1	FALSE
chr11	122570000	122600000	chr11	122830000	122890000	11707	11710	11707_11710	2	2	FALSE
chr11	124050000	124080000	chr11	124570000	124610000	11720	11724	11720_11724	3	1	TRUE
chr11	124950000	124970000	chr11	125070000	125100000	11729	11730	11729_11730	0	1	FALSE
chr11	125390000	125430000	chr11	125860000	125890000	11733	11737	11733_11737	0	1	FALSE
chr11	126300000	126320000	chr11	126970000	127010000	11742	11748	11742_11748	0	2	FALSE
chr11	126410000	126510000	chr11	127320000	127330000	11743	11751	11743_11751	0	2	FALSE
chr11	126410000	126510000	chr11	127340000	127370000	11743	11752	11743_11752	0	2	FALSE
chr11	128020000	128040000	chr11	128940000	128950000	11753	11763	11753_11763	0	1	FALSE
chr11	128150000	128200000	chr11	128740000	128750000	11754	11759	11754_11759	0	1	FALSE
chr11	129100000	129130000	chr11	129720000	129770000	11764	11768	11764_11768	1	2	FALSE
chr11	130310000	130320000	chr11	130840000	130900000	11773	11777	11773_11777	1	1	FALSE
chr11	131730000	131750000	chr11	132930000	132940000	11785	11791	11785_11791	0	1	FALSE
chr11	133060000	133160000	chr11	133610000	133620000	11794	11795	11794_11795	0	1	FALSE
chr11	134030000	134060000	chr11	134130000	134150000	11799	11800	11799_11800	2	1	FALSE
chr1	13940000	13990000	chr1	14760000	14790000	117	122	117_122	0	1	FALSE
chr11	134360000	134390000	chr11	135040000	135050000	11801	11805	11801_11805	0	1	FALSE
chr12	540000	590000	chr12	930000	970000	11807	11812	11807_11812	2	2	FALSE
chr1	181460000	181510000	chr1	182760000	182800000	1180	1190	1180_1190	0	1	FALSE
chr12	1780000	1830000	chr12	2030000	2070000	11819	11822	11819_11822	2	1	FALSE
chr12	2030000	2070000	chr12	2270000	2290000	11822	11824	11822_11824	2	1	FALSE
chr12	3060000	3080000	chr12	3770000	3800000	11830	11838	11830_11838	1	1	FALSE
chr12	3290000	3330000	chr12	3840000	3850000	11834	11840	11834_11840	0	1	FALSE
chr12	3290000	3330000	chr12	4260000	4290000	11834	11845	11834_11845	1	1	FALSE
chr12	5150000	5190000	chr12	5660000	5670000	11851	11855	11851_11855	0	1	FALSE
chr1	182080000	182120000	chr1	182580000	182610000	1185	1189	1185_1189	0	1	FALSE
chr12	7140000	7150000	chr12	7620000	7650000	11871	11876	11871_11876	0	1	FALSE
chr12	9740000	9760000	chr12	9920000	9940000	11886	11888	11886_11888	1	2	FALSE
chr12	10220000	10250000	chr12	10700000	10710000	11891	11896	11891_11896	0	1	FALSE
chr12	11560000	11600000	chr12	12620000	12720000	11902	11912	11902_11912	2	1	FALSE
chr12	14210000	14260000	chr12	14650000	14660000	11926	11933	11926_11933	1	1	FALSE
chr12	14500000	14520000	chr12	14650000	14660000	11930	11933	11930_11933	0	1	FALSE
chr12	14700000	14710000	chr12	15510000	15530000	11934	11943	11934_11943	0	1	FALSE
chr12	14720000	14730000	chr12	14990000	15000000	11935	11939	11935_11939	0	1	FALSE
chr1	183280000	183290000	chr1	183590000	183610000	1193	1195	1193_1195	1	1	FALSE
chr12	15020000	15030000	chr12	15510000	15530000	11940	11943	11940_11943	0	1	FALSE
chr12	15260000	15300000	chr12	15840000	15870000	11942	11946	11942_11946	2	3	TRUE
chr12	15570000	15610000	chr12	15770000	15780000	11944	11945	11944_11945	0	1	FALSE
chr12	19900000	19930000	chr12	20360000	20390000	11971	11974	11971_11974	0	1	FALSE
chr12	21260000	21270000	chr12	21980000	22020000	11980	11983	11980_11983	0	1	FALSE
chr12	21580000	21590000	chr12	21980000	22020000	11981	11983	11981_11983	0	1	FALSE
chr12	22070000	22110000	chr12	22460000	22470000	11984	11987	11984_11987	0	1	FALSE
chr1	184060000	184090000	chr1	184630000	184640000	1199	1205	1199_1205	0	1	FALSE
chr1	14090000	14130000	chr1	14850000	14860000	119	123	119_123	0	1	FALSE
chr1	2420000	2430000	chr1	3400000	3430000	11	21	11_21	0	1	FALSE
chr12	26090000	26130000	chr12	26270000	26280000	12000	12001	12000_12001	0	1	FALSE
chr12	27130000	27150000	chr12	27290000	27320000	12007	12008	12007_12008	1	1	FALSE
chr12	29070000	29090000	chr12	29500000	29570000	12020	12022	12020_12022	0	1	FALSE
chr12	29500000	29570000	chr12	30650000	30660000	12022	12030	12022_12030	0	1	FALSE
chr12	29970000	29990000	chr12	30780000	30800000	12025	12032	12025_12032	0	1	FALSE
chr12	31230000	31270000	chr12	31610000	31640000	12035	12037	12035_12037	0	1	FALSE
chr12	31650000	31690000	chr12	32080000	32090000	12038	12043	12038_12043	1	1	FALSE
chr12	32410000	32420000	chr12	32640000	32680000	12049	12052	12049_12052	1	1	FALSE
chr12	32440000	32480000	chr12	34000000	34030000	12050	12058	12050_12058	0	1	FALSE
chr12	32490000	32500000	chr12	34000000	34030000	12051	12058	12051_12058	0	1	FALSE
chr12	40900000	40980000	chr12	41790000	41800000	12073	12079	12073_12079	0	1	FALSE
chr12	40900000	40980000	chr12	42320000	42360000	12073	12082	12073_12082	0	2	FALSE
chr12	42630000	42640000	chr12	43180000	43190000	12087	12089	12087_12089	0	1	FALSE
chr1	184970000	185000000	chr1	185160000	185170000	1208	1209	1208_1209	0	1	FALSE
chr1	184970000	185000000	chr1	185660000	185700000	1208	1212	1208_1212	1	1	FALSE
chr1	185160000	185170000	chr1	185660000	185700000	1209	1212	1209_1212	0	1	FALSE
chr12	45150000	45190000	chr12	45600000	45610000	12103	12107	12103_12107	0	1	FALSE
chr12	46050000	46090000	chr12	46990000	47020000	12110	12118	12110_12118	2	1	FALSE
chr12	46100000	46110000	chr12	47270000	47280000	12111	12122	12111_12122	0	1	FALSE
chr12	46120000	46170000	chr12	46920000	46980000	12112	12117	12112_12117	1	1	FALSE
chr12	46290000	46370000	chr12	46990000	47020000	12113	12118	12113_12118	1	1	FALSE
chr12	46640000	46690000	chr12	46920000	46980000	12116	12117	12116_12117	0	2	FALSE
chr12	47060000	47070000	chr12	47300000	47310000	12120	12123	12120_12123	1	1	FALSE
chr12	48220000	48250000	chr12	48610000	48630000	12132	12134	12132_12134	3	1	TRUE
chr12	50810000	50840000	chr12	51040000	51080000	12157	12159	12157_12159	0	1	FALSE
chr12	50970000	51000000	chr12	51330000	51360000	12158	12161	12158_12161	0	1	FALSE
chr12	51040000	51080000	chr12	51330000	51360000	12159	12161	12159_12161	3	3	TRUE
chr12	51540000	51550000	chr12	51800000	51850000	12163	12164	12163_12164	0	1	FALSE
chr12	52000000	52020000	chr12	52090000	52120000	12165	12167	12165_12167	2	1	FALSE
chr12	52140000	52170000	chr12	52560000	52600000	12168	12175	12168_12175	0	1	FALSE
chr12	52140000	52170000	chr12	52940000	52950000	12168	12179	12168_12179	0	1	FALSE
chr12	52190000	52200000	chr12	52960000	53010000	12169	12180	12169_12180	1	1	FALSE
chr12	52270000	52280000	chr12	52960000	53010000	12170	12180	12170_12180	0	1	FALSE
chr12	52350000	52390000	chr12	52530000	52540000	12172	12174	12172_12174	0	1	FALSE
chr12	53690000	53720000	chr12	54190000	54250000	12187	12190	12187_12190	2	3	TRUE
chr12	54570000	54580000	chr12	55660000	55670000	12193	12203	12193_12203	0	1	FALSE
chr12	54720000	54760000	chr12	55550000	55560000	12194	12201	12194_12201	0	1	FALSE
chr12	56500000	56510000	chr12	56580000	56590000	12212	12213	12212_12213	1	1	FALSE
chr12	56980000	57020000	chr12	57190000	57200000	12216	12218	12216_12218	0	1	FALSE
chr12	57970000	58010000	chr12	59080000	59120000	12223	12230	12223_12230	1	1	FALSE
chr12	58110000	58130000	chr12	58280000	58310000	12224	12225	12224_12225	0	1	FALSE
chr12	58350000	58360000	chr12	59130000	59160000	12226	12231	12226_12231	0	1	FALSE
chr12	60680000	60690000	chr12	61990000	62000000	12235	12236	12235_12236	0	1	FALSE
chr12	62430000	62460000	chr12	62770000	62820000	12237	12240	12237_12240	4	2	TRUE
chr1	192460000	192480000	chr1	192600000	192610000	1223	1224	1223_1224	1	1	FALSE
chr12	63100000	63120000	chr12	63780000	63800000	12243	12245	12243_12245	1	2	FALSE
chr12	63820000	63850000	chr12	64210000	64220000	12246	12249	12246_12249	0	1	FALSE
chr12	63820000	63850000	chr12	64320000	64330000	12246	12251	12246_12251	0	1	FALSE
chr12	65280000	65340000	chr12	65530000	65580000	12257	12258	12257_12258	0	1	FALSE
chr12	67340000	67370000	chr12	68290000	68300000	12268	12276	12268_12276	0	1	FALSE
chr12	67650000	67670000	chr12	67940000	67960000	12272	12273	12272_12273	1	1	FALSE
chr12	69860000	69920000	chr12	70480000	70490000	12288	12294	12288_12294	0	1	FALSE
chr12	75520000	75560000	chr12	76340000	76370000	12312	12316	12312_12316	1	1	FALSE
chr12	76610000	76640000	chr12	76920000	76940000	12319	12321	12319_12321	1	1	FALSE
chr12	77040000	77070000	chr12	77900000	77930000	12323	12330	12323_12330	0	1	FALSE
chr12	77090000	77100000	chr12	77680000	77700000	12324	12327	12324_12327	0	1	FALSE
chr12	78140000	78150000	chr12	79210000	79220000	12333	12337	12333_12337	0	1	FALSE
chr12	78170000	78190000	chr12	79330000	79350000	12334	12338	12334_12338	0	2	FALSE
chr12	79400000	79430000	chr12	80170000	80210000	12339	12345	12339_12345	1	1	FALSE
chr12	81320000	81330000	chr12	81610000	81630000	12353	12355	12353_12355	0	1	FALSE
chr12	81440000	81460000	chr12	82300000	82350000	12354	12358	12354_12358	0	1	FALSE
chr12	81640000	81670000	chr12	82030000	82040000	12356	12357	12356_12357	0	1	FALSE
chr12	83760000	83770000	chr12	83910000	83920000	12362	12363	12362_12363	0	1	FALSE
chr1	197590000	197600000	chr1	197860000	197890000	1237	1241	1237_1241	0	1	FALSE
chr1	197590000	197600000	chr1	197910000	197920000	1237	1242	1237_1242	0	1	FALSE
chr12	89480000	89530000	chr12	90930000	90940000	12380	12384	12380_12384	0	1	FALSE
chr12	91160000	91190000	chr12	92560000	92620000	12387	12401	12387_12401	0	1	FALSE
chr12	91160000	91190000	chr12	92630000	92660000	12387	12402	12387_12402	0	1	FALSE
chr12	91330000	91390000	chr12	92230000	92250000	12388	12398	12388_12398	2	1	FALSE
chr12	91560000	91600000	chr12	92560000	92620000	12389	12401	12389_12401	1	2	FALSE
chr1	197610000	197640000	chr1	198680000	198700000	1238	1247	1238_1247	0	1	FALSE
chr12	91790000	91820000	chr12	92120000	92150000	12392	12396	12392_12396	4	1	TRUE
chr1	197660000	197670000	chr1	197840000	197850000	1239	1240	1239_1240	0	1	FALSE
chr12	94130000	94150000	chr12	94920000	94930000	12419	12426	12419_12426	0	1	FALSE
chr12	94130000	94150000	chr12	94960000	94990000	12419	12428	12419_12428	0	1	FALSE
chr12	94520000	94560000	chr12	94960000	94990000	12422	12428	12422_12428	2	1	FALSE
chr12	96040000	96070000	chr12	96420000	96430000	12434	12438	12434_12438	0	1	FALSE
chr12	96190000	96240000	chr12	96390000	96410000	12435	12437	12435_12437	0	1	FALSE
chr12	96850000	96860000	chr12	98360000	98410000	12441	12450	12441_12450	0	1	FALSE
chr12	96970000	97010000	chr12	97300000	97320000	12442	12446	12442_12446	0	1	FALSE
chr12	97110000	97120000	chr12	98360000	98410000	12444	12450	12444_12450	0	1	FALSE
chr12	97410000	97420000	chr12	97960000	97970000	12447	12448	12447_12448	0	1	FALSE
chr12	98690000	98730000	chr12	98920000	98930000	12452	12453	12452_12453	0	1	FALSE
chr12	99030000	99070000	chr12	99430000	99440000	12455	12459	12455_12459	0	1	FALSE
chr12	99030000	99070000	chr12	99490000	99500000	12455	12461	12455_12461	0	1	FALSE
chr12	100370000	100380000	chr12	100550000	100570000	12471	12472	12471_12472	0	1	FALSE
chr12	100810000	100840000	chr12	101250000	101260000	12474	12476	12474_12476	0	1	FALSE
chr12	101410000	101430000	chr12	101660000	101680000	12478	12481	12478_12481	0	2	FALSE
chr12	101910000	101950000	chr12	102060000	102070000	12485	12486	12485_12486	0	1	FALSE
chr12	101910000	101950000	chr12	102140000	102170000	12485	12488	12485_12488	0	1	FALSE
chr12	102250000	102260000	chr12	103480000	103560000	12489	12500	12489_12500	0	1	FALSE
chr12	103310000	103320000	chr12	103480000	103560000	12498	12500	12498_12500	0	1	FALSE
chr12	103620000	103630000	chr12	103860000	103890000	12501	12503	12501_12503	0	1	FALSE
chr12	103760000	103770000	chr12	103860000	103890000	12502	12503	12502_12503	0	1	FALSE
chr12	104180000	104220000	chr12	104870000	104890000	12506	12511	12506_12511	0	1	FALSE
chr12	104330000	104410000	chr12	104780000	104790000	12507	12510	12507_12510	0	1	FALSE
chr12	104330000	104410000	chr12	104960000	104970000	12507	12512	12507_12512	0	1	FALSE
chr12	104330000	104410000	chr12	105370000	105390000	12507	12517	12507_12517	0	2	FALSE
chr12	105120000	105130000	chr12	105370000	105390000	12514	12517	12514_12517	0	1	FALSE
chr12	105410000	105440000	chr12	105690000	105720000	12518	12520	12518_12520	0	1	FALSE
chr12	105410000	105440000	chr12	106290000	106300000	12518	12527	12518_12527	1	1	FALSE
chr12	105510000	105520000	chr12	106120000	106180000	12519	12525	12519_12525	0	1	FALSE
chr12	105740000	105770000	chr12	106120000	106180000	12521	12525	12521_12525	1	1	FALSE
chr12	105940000	105960000	chr12	106120000	106180000	12522	12525	12522_12525	0	1	FALSE
chr12	106370000	106410000	chr12	107580000	107620000	12528	12537	12528_12537	0	1	FALSE
chr12	107120000	107150000	chr12	107310000	107320000	12534	12535	12534_12535	0	1	FALSE
chr12	107670000	107690000	chr12	108480000	108520000	12538	12545	12538_12545	0	1	FALSE
chr12	107980000	108000000	chr12	108480000	108520000	12541	12545	12541_12545	0	1	FALSE
chr12	108050000	108060000	chr12	109010000	109020000	12542	12553	12542_12553	0	1	FALSE
chr12	108200000	108210000	chr12	108990000	109000000	12543	12552	12543_12552	0	1	FALSE
chr12	108620000	108670000	chr12	108940000	108960000	12548	12551	12548_12551	1	1	FALSE
chr12	108620000	108670000	chr12	109070000	109100000	12548	12554	12548_12554	0	2	FALSE
chr12	110030000	110040000	chr12	110410000	110440000	12564	12566	12564_12566	0	1	FALSE
chr1	200550000	200560000	chr1	200800000	200850000	1256	1260	1256_1260	0	1	FALSE
chr12	112040000	112050000	chr12	112380000	112400000	12577	12583	12577_12583	0	1	FALSE
chr12	112060000	112090000	chr12	112380000	112400000	12578	12583	12578_12583	0	1	FALSE
chr12	112890000	112900000	chr12	113030000	113060000	12584	12586	12584_12586	0	1	FALSE
chr12	113310000	113320000	chr12	113900000	113920000	12589	12593	12589_12593	0	1	FALSE
chr12	113970000	114000000	chr12	115890000	115930000	12594	12614	12594_12614	0	2	FALSE
chr12	114630000	114700000	chr12	115160000	115170000	12601	12606	12601_12606	0	1	FALSE
chr12	114990000	115000000	chr12	115380000	115400000	12605	12608	12605_12608	0	1	FALSE
chr12	115980000	116020000	chr12	116620000	116630000	12615	12620	12615_12620	0	2	FALSE
chr12	117310000	117320000	chr12	117820000	117860000	12630	12635	12630_12635	0	1	FALSE
chr12	118400000	118410000	chr12	118850000	118860000	12642	12647	12642_12647	0	1	FALSE
chr12	118400000	118410000	chr12	119400000	119440000	12642	12652	12642_12652	0	2	FALSE
chr12	118400000	118410000	chr12	119530000	119560000	12642	12653	12642_12653	0	1	FALSE
chr12	118420000	118440000	chr12	118830000	118840000	12643	12646	12643_12646	0	1	FALSE
chr12	119140000	119150000	chr12	119400000	119440000	12651	12652	12651_12652	0	1	FALSE
chr1	201880000	201900000	chr1	202110000	202140000	1266	1269	1266_1269	1	1	FALSE
chr12	122270000	122280000	chr12	122750000	122770000	12677	12679	12677_12679	0	1	FALSE
chr12	122940000	123030000	chr12	123490000	123500000	12682	12686	12682_12686	0	1	FALSE
chr12	124030000	124050000	chr12	124490000	124520000	12690	12696	12690_12696	1	1	FALSE
chr12	129070000	129080000	chr12	129890000	129940000	12709	12712	12709_12712	0	1	FALSE
chr1	202170000	202200000	chr1	202840000	202850000	1270	1276	1270_1276	0	1	FALSE
chr12	129540000	129550000	chr12	129890000	129940000	12711	12712	12711_12712	0	1	FALSE
chr12	132390000	132420000	chr12	132580000	132600000	12730	12732	12730_12732	0	1	FALSE
chr13	20460000	20510000	chr13	20690000	20720000	12737	12738	12737_12738	1	1	FALSE
chr13	20460000	20510000	chr13	20860000	20870000	12737	12741	12737_12741	0	1	FALSE
chr13	21100000	21150000	chr13	21460000	21490000	12745	12748	12745_12748	5	1	TRUE
chr13	21170000	21190000	chr13	21460000	21490000	12746	12748	12746_12748	0	1	FALSE
chr13	21620000	21650000	chr13	22290000	22300000	12749	12754	12749_12754	0	1	FALSE
chr13	21620000	21650000	chr13	23000000	23030000	12749	12758	12749_12758	0	1	FALSE
chr13	25650000	25660000	chr13	26050000	26080000	12769	12770	12769_12770	0	1	FALSE
chr13	28310000	28340000	chr13	29360000	29370000	12787	12794	12787_12794	0	1	FALSE
chr1	203030000	203070000	chr1	203690000	203720000	1278	1288	1278_1288	1	1	FALSE
chr13	28830000	28840000	chr13	29360000	29370000	12791	12794	12791_12794	0	1	FALSE
chr13	28940000	28950000	chr13	29340000	29350000	12792	12793	12792_12793	0	1	FALSE
chr13	29910000	29940000	chr13	30090000	30160000	12800	12802	12800_12802	0	2	FALSE
chr13	30090000	30160000	chr13	30400000	30410000	12802	12805	12802_12805	0	1	FALSE
chr13	30420000	30460000	chr13	30830000	30840000	12806	12810	12806_12810	0	1	FALSE
chr13	30670000	30680000	chr13	30780000	30820000	12808	12809	12808_12809	1	1	FALSE
chr13	31510000	31520000	chr13	31720000	31780000	12815	12817	12815_12817	0	1	FALSE
chr1	203260000	203280000	chr1	203460000	203470000	1281	1284	1281_1284	0	1	FALSE
chr13	32720000	32730000	chr13	33520000	33570000	12826	12834	12826_12834	0	1	FALSE
chr13	32740000	32750000	chr13	33710000	33740000	12827	12836	12827_12836	0	1	FALSE
chr13	32980000	32990000	chr13	33710000	33740000	12829	12836	12829_12836	0	1	FALSE
chr1	203340000	203360000	chr1	203460000	203470000	1282	1284	1282_1284	0	1	FALSE
chr13	33200000	33240000	chr13	33500000	33510000	12830	12833	12830_12833	0	1	FALSE
chr13	33790000	33810000	chr13	35130000	35190000	12838	12846	12838_12846	3	1	TRUE
chr13	34350000	34360000	chr13	35130000	35190000	12843	12846	12843_12846	0	1	FALSE
chr13	35200000	35230000	chr13	35800000	35820000	12847	12851	12847_12851	1	2	FALSE
chr13	35970000	36000000	chr13	36350000	36360000	12852	12854	12852_12854	0	1	FALSE
