Protein Group	Gene	Protein name	CPCG0268	CPCG0366	CPCG0255	CPCG0258	CPCG0324	CPCG0246	CPCG0342	CPCG0336	CPCG0339	CPCG0331	CPCG0346	CPCG0365	CPCG0345
O00461	GOLIM4	Golgi integral membrane protein 4	22.10190804	23.3333973	19.90162022	23.95592803	24.22811044	25.15740405	24.75964086	21.95741411	26.28468758	25.26847004	23.86180406	20.87836914	22.68177133
O00462	MANBA	Beta-mannosidase	27.08074589	24.44561822	26.71495938	25.37162976	24.96377965	28.18398928	26.00693574	25.07835416	25.91761654	27.40116531	24.5248414	27.27550652	25.99286441
O00468-6;O00468-7;O00468-3;O00468-5;O00468-4;O00468;O00468-2	AGRN	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	30.33810806	31.09439876	30.81909726	30.92370273	30.97798171	30.84416351	31.40830821	30.20237918	29.62740703	31.00615925	30.45227988	30.69069711	30.91305732
O00469;O00469-2;O00469-3	PLOD2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	20.64638335	21.81855638	20.12119861	21.20084966	21.34013044	NA	NA	18.91149077	18.73051994	17.57345811	22.36085649	20.21460012	27.08821953
O00471	EXOC5	Exocyst complex component 5	29.7954253	29.23348269	29.45109194	29.16045867	29.85169281	29.74442564	28.52965968	29.49553759	29.676009	29.22490614	29.50810291	28.8676759	28.97821582
O00478-2;O00478;P78410-3;P78410;O00481-3;O00481-4;O00481	BTN3A3;BTN3A2;BTN3A1	Butyrophilin subfamily 3 member A3;Butyrophilin subfamily 3 member A2;Butyrophilin subfamily 3 member A1	23.5926391	26.24159918	20.61049287	22.42419573	23.86121142	24.69836672	18.69833114	25.14970394	21.77892631	22.28150036	22.51422074	23.81101639	23.90809359
O00479	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	23.80020272	23.96175126	NA	25.61664775	NA	NA	NA	NA	NA	21.0761319	24.21136171	26.41458104	20.67305136
O00483	NDUFA4	Cytochrome c oxidase subunit NDUFA4	30.99933284	32.05042235	31.54079863	31.62437236	32.00599955	29.91756044	29.37818841	32.18946514	33.41368625	29.87079264	31.65528168	30.76692893	32.28226234
O00487	PSMD14	26S proteasome non-ATPase regulatory subunit 14	27.89311378	28.86852512	28.80253825	28.53567063	28.63398556	28.06559995	28.86856319	28.82543489	28.49855913	28.3576678	28.48719535	28.15175074	28.45873707
O00499-3;O00499-5;O00499;O00499-9;O00499-10;O00499-7;O00499-8;O00499-4;O00499-6;O00499-11;O00499-2;P49418-2;P49418	BIN1	Myc box-dependent-interacting protein 1	29.25540819	28.29148887	27.78992023	28.50439321	28.30135843	28.75166045	27.58299592	28.10810467	27.77344851	27.89977969	27.95408219	27.73696896	28.05736814
O00505	KPNA3	Importin subunit alpha-4	27.30223167	26.27502625	24.7301567	26.41298978	26.37380355	24.74153912	25.75860218	26.39370655	25.5561738	26.14480156	24.98010616	26.16966692	26.00320089
O00506-3;O00506-2;O00506	STK25	Serine/threonine-protein kinase 25	18.17690338	18.05093387	19.8074884	17.89096455	18.3386359	18.58932595	11.12555767	16.28070184	16.24872883	22.51422501	18.95663396	18.32139309	NA
O00507;O00507-2	USP9Y	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	NA	NA	20.9297393	NA	13.96243367	8.061567165	22.67861785	NA	NA	19.32540729	20.83079352	21.55476414	NA
O00515	LAD1	Ladinin-1	NA	22.91553331	NA	NA	NA	NA	NA	NA	22.55640711	NA	NA	NA	16.47029944
O00519	FAAH	Fatty-acid amide hydrolase 1	28.33977772	28.51854517	28.88499045	29.44293794	29.25266964	28.66935257	30.14095984	29.27682893	30.74074715	29.43489691	27.18378956	29.68057692	29.15651738
O00533;O00533-2	CHL1	Neural cell adhesion molecule L1-like protein;Processed neural cell adhesion molecule L1-like protein	20.40250671	14.10262246	NA	15.60145396	17.20534156	18.77958867	NA	14.65435542	15.31184504	26.1625166	16.75519075	NA	19.82935959
O00534;O00534-3;O00534-2;O00534-4	VWA5A	von Willebrand factor A domain-containing protein 5A	27.50151055	26.60555827	27.06089221	26.439108	26.53046091	26.04943969	26.33955874	26.7908747	26.84150117	25.27625721	25.81698458	25.33184075	25.47566245
O00541;O00541-2	PES1	Pescadillo homolog	28.05440912	27.23165609	25.08274932	25.77260344	26.84022232	26.31867114	28.24825135	27.13146751	24.04788834	25.34092023	27.09689237	26.73249945	27.42596691
O00560;O00560-3	SDCBP	Syntenin-1	26.89482594	27.43540058	29.41918638	27.93855608	27.57415744	28.57707733	26.56367361	26.97257937	27.05579993	27.21733602	27.20110993	27.89149705	26.95174448
O00566	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	21.83568219	24.74706976	23.60948375	24.76618118	25.13597567	NA	21.49818484	25.08243205	21.99472754	23.14686983	24.44029834	20.6390162	24.93683435
O00567	NOP56	Nucleolar protein 56	29.58634293	30.07931911	30.07878543	30.74879626	30.52170602	30.38026165	29.69474133	31.01313474	29.17105378	30.01315851	30.48861674	30.16515666	30.34710681
O00571;O00571-2;Q9NQI0-3;Q9NQI0-2;Q9NQI0-4;Q9NQI0	DDX3X	ATP-dependent RNA helicase DDX3X	30.24251167	30.45103909	29.98525713	29.88656761	30.32344123	28.88456507	30.16986436	30.31978044	29.76385193	30.19432581	30.59518051	29.21424983	29.94344626
O00584	RNASET2	Ribonuclease T2	28.21309194	29.15945593	28.68523013	29.59932227	29.06964501	30.0191238	27.98269254	29.13702884	28.38917804	28.37773031	29.44149006	29.59438549	28.44385488
O00592-2;O00592	PODXL	Podocalyxin	22.11039909	20.7981017	NA	21.35850762	17.77891649	15.3277901	21.67134332	19.63466111	18.5134836	27.94480498	22.68374722	18.66696362	19.71238642
O00622	CYR61	Protein CYR61	18.65226915	20.1787906	21.14352158	22.03739857	NA	NA	17.08494283	17.54480986	19.39309625	22.98074699	15.62315215	22.94749906	19.49121169
O00625	PIR	Pirin	24.37024583	26.03764954	25.54516754	26.08474847	25.87996936	25.11230648	24.93154433	26.73636828	25.29833214	25.21682388	25.79746125	24.5544013	25.96442842
O00629	KPNA4	Importin subunit alpha-3	29.57603232	28.71445383	28.53873821	28.52897854	28.49918833	28.69558382	28.18333349	28.62631953	28.70968213	28.27796484	28.46464553	28.96168757	28.42012059
O00635	TRIM38	E3 ubiquitin-protein ligase TRIM38	22.21342754	22.23713315	20.37386936	21.51501413	12.46638841	12.99060012	NA	20.13757392	NA	NA	NA	NA	NA
O00712;O00712-5;O00712-4;O00712-2;O00712-6	NFIB	Nuclear factor 1 B-type	27.8382695	27.30377953	28.45233577	29.04299453	26.69158412	30.76662593	26.78489439	27.97914079	27.12084418	30.38242297	28.01382992	29.29754211	28.05369822
O00743;O00743-2;O00743-3	PPP6C	"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed"	25.52071449	26.71783201	26.09515304	26.25003588	25.70430483	27.14288186	26.75318255	26.26744551	27.14468854	27.10541345	26.26862994	25.88553399	26.16689414
O00746	NME4	"Nucleoside diphosphate kinase, mitochondrial"	NA	26.47526772	26.97834971	27.36506875	18.91072186	22.2338532	NA	25.92567324	NA	23.73398051	25.67533923	NA	21.50754146
O00754;O00754-2	MAN2B1	Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide	28.08911987	29.11484204	30.15386123	28.64590731	28.48673334	29.90529812	28.78166043	28.33831376	28.53704607	28.86925782	28.76408589	29.07206658	27.83585249
O00764;O00764-3;O00764-2	PDXK	Pyridoxal kinase	28.6641039	28.64976378	28.6339028	28.8374481	29.06403693	28.80114021	29.57982084	29.58756927	29.18505501	28.54950465	29.36377192	29.34347969	29.2284896
O00767	SCD	Acyl-CoA desaturase	26.06237515	NA	28.64105015	28.41293127	22.72413722	22.20158575	28.00589401	NA	27.76623169	23.87297004	26.59866846	26.10353181	25.28087753
O14493;O95484	CLDN4	Claudin-4	21.75845416	NA	23.39582291	21.86081052	NA	NA	NA	NA	NA	17.89335162	NA	25.77697744	21.00163051
O14494	PPAP2A	Lipid phosphate phosphohydrolase 1	28.99354449	31.07884753	31.32549214	30.53352212	30.59976555	31.68462429	29.94508085	29.36042548	28.13058947	31.39985994	29.30624882	28.54443037	30.12823186
O14494-2	PPAP2A	Lipid phosphate phosphohydrolase 1	NA	17.71914743	16.28387052	16.72795747	26.26784929	27.2080151	16.30889993	14.13169626	NA	NA	NA	14.63906983	NA
O14495	PPAP2B	Lipid phosphate phosphohydrolase 3	26.43898108	25.44091151	26.03287552	24.90228642	26.71631454	26.45740904	23.45536774	26.84728253	25.80637878	25.54726696	25.85441073	26.81075964	26.50683983
O14497;O14497-2;O14497-3	ARID1A	AT-rich interactive domain-containing protein 1A	28.74472966	27.11043867	22.6583566	23.96494826	24.37325997	25.72701523	21.40007552	22.79659496	18.88853015	24.10271213	22.32820256	20.95098369	24.53317824
O14498	ISLR	Immunoglobulin superfamily containing leucine-rich repeat protein	26.23887856	25.45201738	25.66056764	26.14527733	26.10355311	24.79724248	26.54925551	26.37790645	25.33014425	24.72105701	27.31870456	26.85930643	25.88939299
O14519-2;O14519;O75956	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1;Cyclin-dependent kinase 2-associated protein 2	19.80156682	NA	19.56658536	19.35085043	15.14195653	12.31459782	19.43139865	19.63583784	19.96093246	NA	20.24464003	18.0723687	24.33868382
O14521-2;O14521;O14521-4	SDHD	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"	NA	25.8044271	26.59182496	23.86552628	NA	29.27431642	27.88888262	26.33532235	26.92640204	27.189204	24.3520714	23.5473279	23.56065482
O14523;O14523-2	C2CD2L	C2 domain-containing protein 2-like	20.53847662	21.21387305	20.37881402	20.99763134	19.27408036	21.42110909	21.29813759	21.42522905	22.14415873	20.57252525	NA	21.58771384	24.88437798
O14530-2;O14530	TXNDC9	Thioredoxin domain-containing protein 9	24.73782197	24.03250532	25.29949132	23.58906596	23.86360686	25.39253904	24.17434903	24.55723771	24.29732328	25.18635266	25.16947512	22.32633942	24.31243879
O14531	DPYSL4	Dihydropyrimidinase-related protein 4	20.98334514	22.22659242	20.91310246	22.08563318	NA	28.75853858	NA	20.12357302	NA	13.95084773	18.28521697	21.27605705	21.0642904
O14548	COX7A2L	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"	25.28370988	28.62443657	28.67348647	27.79912739	28.53483475	29.00104474	26.08659144	29.95448919	31.52029102	26.38680447	28.60664388	27.82424184	28.62880786
O14558	HSPB6	Heat shock protein beta-6	32.39835012	31.3728466	31.51102847	31.62013107	31.19086383	31.01192643	31.08795081	31.36524662	29.52061003	31.01191617	30.77211868	31.25522099	31.96139099
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"	27.84267663	27.98590608	27.73705631	28.11078449	28.34825257	26.33946778	28.56105971	27.80079649	29.02959489	27.04421794	28.07132689	27.71960418	28.49628696
O14562	UBFD1	Ubiquitin domain-containing protein UBFD1	23.00503735	23.80337704	27.95870592	24.43002034	26.58297209	28.04776698	27.33335087	26.46371435	26.71727007	26.00865357	26.1070687	24.67228024	25.1228696
O14569	CYB561D2	Cytochrome b561 domain-containing protein 2	20.60633699	23.29779206	21.61501958	23.85697757	30.68411141	32.8732022	21.23842756	16.205927	24.52702586	26.16526555	21.30978372	19.54096982	18.8899144
O14576-3;O14576-5;O14576-2;O14576;O14576-4	DYNC1I1	Cytoplasmic dynein 1 intermediate chain 1	25.56690447	25.30949997	26.9003764	25.96179284	23.09382125	NA	26.67783067	26.78854915	NA	25.10242185	25.35905574	25.21766523	NA
O14579;O14579-2;O14579-3	COPE	Coatomer subunit epsilon	29.81207845	30.52050979	29.84844597	30.05203423	30.77092517	30.74822983	30.41319837	30.31761859	30.89480002	30.5463817	29.89636872	30.38779936	29.87894129
O14602	EIF1AY	"Eukaryotic translation initiation factor 1A, Y-chromosomal"	27.62159143	28.693372	28.1414728	27.63458729	26.66113242	28.28397882	28.46950101	28.06956233	26.68219845	27.96407839	28.35021918	28.15877059	28.32673289
O14617-5;O14617;O14617-4	AP3D1	AP-3 complex subunit delta-1	28.71104276	29.0842391	29.33473153	29.12132757	28.76905837	29.43332807	29.17996208	29.1030092	28.84957368	29.37276228	28.60176469	28.77801376	28.82737588
O14618	CCS	Copper chaperone for superoxide dismutase	26.82186237	26.92238765	27.56999619	27.86522989	27.35887993	28.18403689	27.04804342	28.45025654	27.62722848	27.71181576	26.94990489	28.37107709	27.65111761
O14638	ENPP3	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase	NA	NA	NA	NA	13.21244956	14.51091799	NA	NA	NA	NA	30.61159224	24.76256478	16.65825255
O14639-2;O14639-6;O14639	ABLIM1	Actin-binding LIM protein 1	20.68271259	23.98905381	20.83480351	23.77904033	24.53020693	NA	14.76661682	20.79812638	20.52105074	21.53518058	23.43040098	24.56818524	19.43035253
O14641	DVL2	Segment polarity protein dishevelled homolog DVL-2	20.92530316	21.01344191	20.7854271	20.82200998	17.54184882	10.14413958	NA	17.94883966	17.63378687	NA	20.94578389	20.91201363	23.23803142
O14647-2;O14647;O14646-2;O14646;O14647-3	CHD2	Chromodomain-helicase-DNA-binding protein 2	17.51008347	20.66167614	16.52191774	23.40823976	20.91484239	21.47194216	NA	20.02045391	17.28869822	18.6946144	18.32763897	15.2384833	22.79446823
O14653;O14653-2;O14653-3	GOSR2	Golgi SNAP receptor complex member 2	26.52869641	26.72976332	24.87633283	25.11649596	27.05258005	26.29139041	26.66640083	26.33352032	30.49833139	26.63576401	27.88613203	24.78995332	26.0139614
O14656;O14656-2	TOR1A	Torsin-1A	25.41014978	25.4221099	25.9232563	25.50613928	24.37630111	27.32796193	26.0892017	25.33065312	26.49433272	25.15651568	25.5229084	26.04697125	25.25488268
O14657	TOR1B	Torsin-1B	26.48265347	25.28464965	27.72394658	25.83470338	26.23775586	24.78222852	24.6108911	25.7092844	27.83860931	25.90127649	28.08816683	26.98358737	27.52082979
O14662-4;O14662-2;O14662-5;O14662;O14662-6;O14662-3	STX16	Syntaxin-16	26.3636328	25.01818307	24.05988178	24.10778311	25.60249894	24.96581543	23.18569379	22.8565671	26.17477666	25.18081899	24.33131961	22.86145581	25.99014987
O14672;O14672-2	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	27.73431218	29.48043003	27.85764437	28.36816751	28.17002467	29.2002137	28.41928554	28.22367373	29.07167578	28.79857147	28.06073287	28.85506559	29.05323766
O14678	ABCD4	ATP-binding cassette sub-family D member 4	25.31442039	24.65886282	NA	NA	15.69097932	16.34162564	NA	NA	NA	18.4875403	24.90131527	NA	NA
O14681;O14681-3	EI24	Etoposide-induced protein 2.4 homolog	23.37718221	23.82948571	24.16413427	24.82329791	24.85915813	NA	23.76939218	24.76059451	24.19829351	22.41818271	20.51355457	20.70580187	24.28136514
O14683	TP53I11	Tumor protein p53-inducible protein 11	27.47593419	26.93032455	25.79268421	26.55590505	26.24388786	26.03710503	26.55186092	24.95011652	26.74913461	26.43463531	25.33255769	26.8112566	26.94581348
O14684	PTGES	Prostaglandin E synthase	17.9718727	17.99445947	17.48114386	17.48796218	NA	NA	NA	18.56116381	18.43385935	NA	NA	18.0988379	22.95411056
O14727-3;O14727-4;O14727-2;O14727;O14727-5;O14727-6	APAF1	Apoptotic protease-activating factor 1	22.3579261	NA	22.15025805	20.18679753	11.66437794	11.68378619	22.11612832	NA	NA	NA	NA	NA	20.17399304
O14734	ACOT8	Acyl-coenzyme A thioesterase 8	24.36027675	19.61851145	26.02791559	25.49347307	24.83678219	26.55426997	25.82336601	25.85459334	21.0665596	24.93871519	20.23995854	23.13217474	25.60412767
O14735;O14735-3;O14735-2	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	26.86463933	26.08837135	26.60771341	26.64304246	26.64320717	26.90879385	26.17311625	26.4847343	26.12026307	26.03837591	26.46508302	27.03048451	26.70130233
O14737;O14737-2	PDCD5	Programmed cell death protein 5	28.93581174	29.90564265	29.08383583	29.15980998	28.29568137	29.75536532	24.52909779	27.27973223	23.46178402	28.06507784	28.99914446	28.41853992	28.00234592
O14744;O14744-5;O14744-2;O14744-3;O14744-4	PRMT5	"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed"	28.21109301	29.22409428	28.91678397	29.34547453	29.11347096	29.28805712	29.09265452	29.58202913	29.28750265	28.98172697	29.60670722	29.07324533	28.86890699
O14745;O14745-2	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	27.78291902	27.83178044	28.85117295	27.56321323	28.36959748	28.38133678	26.8378767	26.35872641	26.87616942	27.91514955	29.13895303	28.3602532	28.25649134
O14756	HSD17B6	17-beta-hydroxysteroid dehydrogenase type 6	NA	25.10054551	28.97846269	25.09353377	22.28557724	27.3591997	24.69330068	23.18125009	NA	22.61667141	20.63883722	27.41674564	24.60684554
O14770-7;O14770-8;O14770-3;O14770-2;O14770-4;O14770;O14770-5;O14770-6	MEIS2	Homeobox protein Meis2	27.11030551	NA	NA	25.77667989	15.63014696	12.69668751	26.41548077	NA	NA	19.96733967	NA	26.65886055	NA
O14772;O14772-2;O14772-3;Q59H18-3	FPGT	Fucose-1-phosphate guanylyltransferase	24.99658773	NA	NA	NA	20.14415695	19.5687797	25.03325574	25.45470702	NA	23.23727137	26.99605197	25.51718191	19.95488522
O14773;O14773-2	TPP1	Tripeptidyl-peptidase 1	31.63596691	32.32934722	31.87341317	32.12707239	32.09895694	32.82303024	32.84699402	32.26089356	31.75527632	31.75600682	32.0260907	32.79399505	31.82884754
O14776-2;O14776;Q5VWI1	TCERG1	Transcription elongation regulator 1	26.96766264	28.34297547	27.24270817	28.16134845	28.11749178	25.98634832	27.79982479	28.26861361	27.05905182	27.12211805	28.02106316	26.89757247	27.72467519
O14786;O14786-3;O14786-2	NRP1	Neuropilin-1	24.30231169	23.89550207	26.64998914	25.78669907	26.24571972	24.83355326	24.60516665	24.9609946	24.73614292	26.69223981	23.9143832	22.51123892	24.64264528
O14787-2;O14787	TNPO2	Transportin-2	28.13651638	27.28465207	27.22111623	28.03284821	27.32709296	27.70243743	27.03357267	27.37391931	27.11470532	27.3172352	27.57429926	28.5702978	27.55222092
O14791-3;O14791;O14791-2	APOL1	Apolipoprotein L1	26.47433998	26.54115159	26.67105226	26.36823361	23.12276739	NA	26.3584501	25.13906888	25.48519394	22.99365728	NA	NA	23.95133818
O14795;O14795-2	UNC13B	Protein unc-13 homolog B	24.37671379	23.22547208	24.72431223	23.75665162	23.76299729	25.24528866	25.35271332	23.56255309	24.69205092	24.88108495	24.74973235	24.18530352	25.24951484
O14802	POLR3A	DNA-directed RNA polymerase III subunit RPC1	23.04082779	23.12103513	23.9258936	22.92526338	23.23221076	23.27332605	22.20772858	24.76278795	23.4962546	22.31861493	23.57335547	21.90030234	23.3013738
O14817	TSPAN4	Tetraspanin-4	NA	NA	NA	35.27999067	18.14970469	19.62343586	NA	NA	NA	21.44136234	NA	NA	21.87496843
O14818;O14818-2;O14818-4;Q8TAA3-2;Q8TAA3-5;Q8TAA3	PSMA7	Proteasome subunit alpha type-7	29.06092925	29.75992769	29.64849946	29.73456894	30.50167348	29.15397906	29.80176988	30.28180434	29.93880353	29.86598894	29.9061731	29.48352146	29.77236725
O14828;O14828-2	SCAMP3	Secretory carrier-associated membrane protein 3	24.90903021	26.36560747	26.15236661	26.29978555	24.17513155	29.03310012	26.56839281	25.18289202	24.08430024	26.94965239	28.76964668	26.9207125	25.14514738
O14832-2;O14832	PHYH	"Phytanoyl-CoA dioxygenase, peroxisomal"	13.42284201	15.0799956	15.22401717	14.61402486	NA	NA	17.29887323	14.09657978	NA	31.93960093	16.10536697	NA	13.86306659
O14841	OPLAH	5-oxoprolinase	27.4769917	28.7161372	28.26188371	28.61431004	29.11269983	28.19216474	28.74157813	28.10740301	29.00157403	28.62021836	28.65534195	27.99055403	28.16415895
O14863	SLC30A4	Zinc transporter 4	14.63809192	19.84487605	23.00272843	23.31057082	21.73311348	23.22115354	25.31353897	18.68159791	13.70826746	25.98975095	23.34810786	26.59136939	24.14918555
O14874;O14874-2;O14874-3	BCKDK	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"	27.87743132	24.5971354	27.87582073	25.03529034	26.12455762	24.28458154	29.00820613	27.49486628	28.93757044	24.52144635	25.10299228	26.56492947	26.34748427
O14879	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	24.63692606	19.55832405	22.39916731	26.85060382	24.17205864	17.52988138	23.2101655	21.00566406	14.30474369	25.47952821	21.8127701	21.99476704	23.84705437
O14880	MGST3	Microsomal glutathione S-transferase 3	28.99828705	28.98043108	29.66393073	29.22056602	29.08158864	30.09895188	29.79160635	29.30190099	30.11096264	30.42331072	28.66624307	30.2469305	30.04385367
O14893;O14893-2;O14893-3;O14893-4	GEMIN2	Gem-associated protein 2	26.60411815	27.38241247	NA	NA	24.01422536	NA	26.92039172	28.29407688	NA	20.62362486	27.90266103	26.13506868	23.80718771
O14896;O14896-2	IRF6	Interferon regulatory factor 6	25.8766844	26.05330477	26.64648362	25.81744501	25.72317932	27.85227083	24.89784458	24.90081335	25.82949186	27.06621576	26.59897718	27.41386625	26.77121478
O14907	TAX1BP3	Tax1-binding protein 3	28.85787993	28.06305567	25.56669207	27.10512697	28.87166039	NA	28.35386207	27.94836817	27.19263047	25.59337408	27.98726002	25.38239218	27.24607303
